symbol,min_buy,max_buy,last_buy,mean_buy
BRL,501561.28,502642.84,502642.84,502018.6018867925
CAD,121814.06,122064.93,122064.93,121918.22509433962
CHF,77078.06,77232.82,77232.82,77141.64754716982
CLP,85944303.27,86129631.87,86129631.87,86022666.6254717
CNY,629124.45,630481.08,630481.08,629698.0771698114
CZK,2082121.03,2086860.19,2086860.19,2084165.214716981
DKK,613244.46,614596.84,614596.84,613821.1428301887
EUR,82208.33,82384.12,82384.12,82282.42283018868
GBP,68490.09,68636.99,68636.99,68552.0762264151
HKD,678743.94,680179.15,680179.15,679346.2047169812
HRK,402493.83,403361.76,403361.76,402860.81905660377
HUF,33642903.28,33711354.87,33711354.87,33671184.937169805
INR,7363519.93,7379511.37,7379511.37,7370299.917169811
ISK,11407668.0,11432267.26,11432267.26,11418069.418113207
JPY,13519469.79,13546589.77,13546589.77,13530608.381509434
KRW,122239394.84,122479605.97,122479605.97,122337184.25943395
NGN,146293095.67,146608559.22,146608559.22,146426484.59018868
NZD,147271.0,147572.66,147572.66,147395.97905660377
PLN,357219.11,358046.95,358046.95,357578.45113207545
RON,319894.22,320584.03,320584.03,320185.8950943396
RUB,8599361.91,8617738.82,8617738.82,8607105.37245283
SEK,951412.53,953444.9,953444.9,952268.7762264151
SGD,116721.74,116983.41,116983.41,116833.9958490566
THB,3026994.42,3034396.23,3034396.23,3030265.526037736
TRY,2998050.28,3005626.31,3005626.31,3001433.3060377357
TWD,2830285.24,2837230.52,2837230.52,2833358.0820754715
USD,87258.42,87446.58,87446.58,87337.97773584907
ARS,87062903.8,87250782.17,87250782.17,87143117.36222222
AUD,133748.65,134025.39,134025.39,133864.8388888889
BRL,501561.28,502655.47,502655.47,502030.39574074076
CAD,121814.06,122068.0,122068.0,121920.99870370369
CHF,77078.06,77234.76,77234.76,77143.37185185186
CLP,85944303.27,86131796.39,86131796.39,86024687.54703704
CNY,629124.45,630496.92,630496.92,629712.8705555556
CZK,2082121.03,2086912.63,2086912.63,2084216.092777778
DKK,613244.46,614612.29,614612.29,613835.7937037037
EUR,82208.33,82386.19,82386.19,82284.34444444443
GBP,68490.09,68638.72,68638.72,68553.68074074073
HKD,678743.94,680196.25,680196.25,679361.9462962963
HRK,402493.83,403371.89,403371.89,402870.2833333333
HUF,33642903.28,33712202.07,33712202.07,33671944.513703704
INR,7363519.93,7379696.83,7379696.83,7370473.934074074
ISK,11407668.0,11432554.57,11432554.57,11418337.661666667
JPY,13519469.79,13546930.21,13546930.21,13530910.637592591
KRW,122239394.84,122482684.0,122482684.0,122339878.69907407
NGN,146293095.67,146612243.63,146612243.63,146429924.5724074
NZD,147271.0,147576.37,147576.37,147399.31962962964
PLN,357219.11,358055.95,358055.95,357587.2937037037
RON,319894.22,320592.09,320592.09,320193.41722222226
RUB,8599361.91,8617955.39,8617955.39,8607306.298703704
SEK,951412.53,953468.86,953468.86,952291.0
SGD,116721.74,116986.35,116986.35,116836.81722222222
THB,3026994.42,3034472.49,3034472.49,3030343.432777778
TRY,2998050.28,3005701.84,3005701.84,3001512.352962963
TWD,2830285.24,2837301.83,2837301.83,2833431.1144444444
USD,87258.42,87448.77,87448.77,87340.02944444444
ARS,87062903.8,87250782.17,87250782.17,87145074.90418181
AUD,133748.65,134025.39,134025.39,133867.758
BRL,501561.28,502655.47,502655.47,502041.7607272727
CAD,121814.06,122068.0,122068.0,121923.67145454545
CHF,77078.06,77234.76,77234.76,77145.03345454545
CLP,85944303.27,86131796.39,86131796.39,86026634.98054546
CNY,629124.45,630496.92,630496.92,629727.126
CZK,2082121.03,2086912.63,2086912.63,2084265.1207272727
DKK,613244.46,614612.29,614612.29,613849.9118181817
EUR,82208.33,82386.19,82386.19,82286.19618181819
GBP,68490.09,68638.72,68638.72,68555.22690909091
HKD,678743.94,680196.25,680196.25,679377.1154545455
HRK,402493.83,403371.89,403371.89,402879.4034545455
HUF,33642903.28,33712202.07,33712202.07,33672676.469272725
INR,7363519.93,7379696.83,7379696.83,7370641.623090909
ISK,11407668.0,11432554.57,11432554.57,11418596.15090909
JPY,13519469.79,13546930.21,13546930.21,13531201.902545454
KRW,122239394.84,122482684.0,122482684.0,122342475.1590909
NGN,146293095.67,146612243.63,146612243.63,146433239.46436363
NZD,147271.0,147576.37,147576.37,147402.53872727274
PLN,357219.11,358055.95,358055.95,357595.8147272728
RON,319894.22,320592.09,320592.09,320200.6658181818
RUB,8599361.91,8617955.39,8617955.39,8607499.918545455
SEK,951412.53,953468.86,953468.86,952312.4156363637
SGD,116721.74,116986.35,116986.35,116839.53600000001
THB,3026994.42,3034472.49,3034472.49,3030418.5065454547
TRY,2998050.28,3005701.84,3005701.84,3001588.5254545454
TWD,2830285.24,2837301.83,2837301.83,2833501.491090909
USD,87258.42,87448.77,87448.77,87342.00654545455
ARS,87062903.8,87250782.17,87250782.17,87146962.53392856
AUD,133748.65,134025.39,134025.39,133870.57285714286
BRL,501561.28,502655.47,502655.47,502052.7198214286
CAD,121814.06,122068.0,122068.0,121926.24875
CHF,77078.06,77234.76,77234.76,77146.6357142857
CLP,85944303.27,86131796.39,86131796.39,86028512.86285713
CNY,629124.45,630496.92,630496.92,629740.8723214286
CZK,2082121.03,2086912.63,2086912.63,2084312.3976785713
DKK,613244.46,614612.29,614612.29,613863.5257142857
EUR,82208.33,82386.19,82386.19,82287.98178571428
GBP,68490.09,68638.72,68638.72,68556.71785714287
HKD,678743.94,680196.25,680196.25,679391.7428571429
HRK,402493.83,403371.89,403371.89,402888.1978571429
HUF,33642903.28,33712202.07,33712202.07,33673382.28357143
INR,7363519.93,7379696.83,7379696.83,7370803.323214286
ISK,11407668.0,11432554.57,11432554.57,11418845.408392858
JPY,13519469.79,13546930.21,13546930.21,13531482.765178572
KRW,122239394.84,122482684.0,122482684.0,122344978.88839285
NGN,146293095.67,146612243.63,146612243.63,146436435.96732143
NZD,147271.0,147576.37,147576.37,147405.64285714287
PLN,357219.11,358055.95,358055.95,357604.03142857144
RON,319894.22,320592.09,320592.09,320207.6555357143
RUB,8599361.91,8617955.39,8617955.39,8607686.623392858
SEK,951412.53,953468.86,953468.86,952333.0664285714
SGD,116721.74,116986.35,116986.35,116842.15767857143
THB,3026994.42,3034472.49,3034472.49,3030490.899107143
TRY,2998050.28,3005701.84,3005701.84,3001661.9775
TWD,2830285.24,2837301.83,2837301.83,2833569.354285714
USD,87258.42,87448.77,87448.77,87343.91303571429
ARS,87062903.8,87250782.17,87250782.17,87148783.93105263
AUD,133748.65,134025.39,134025.39,133873.28894736842
BRL,501561.28,502655.47,502655.47,502063.2943859649
CAD,121814.06,122068.0,122068.0,121928.73561403509
CHF,77078.06,77234.76,77234.76,77148.18175438597
CLP,85944303.27,86131796.39,86131796.39,86030324.8545614
CNY,629124.45,630496.92,630496.92,629754.1363157895
CZK,2082121.03,2086912.63,2086912.63,2084358.015789474
DKK,613244.46,614612.29,614612.29,613876.6619298245
EUR,82208.33,82386.19,82386.19,82289.7047368421
GBP,68490.09,68638.72,68638.72,68558.15649122807
HKD,678743.94,680196.25,680196.25,679405.8570175439
HRK,402493.83,403371.89,403371.89,402896.6836842105
HUF,33642903.28,33712202.07,33712202.07,33674063.33245614
INR,7363519.93,7379696.83,7379696.83,7370959.349649123
ISK,11407668.0,11432554.57,11432554.57,11419085.919999998
JPY,13519469.79,13546930.21,13546930.21,13531753.772982456
KRW,122239394.84,122482684.0,122482684.0,122347394.76754385
NGN,146293095.67,146612243.63,146612243.63,146439520.3122807
NZD,147271.0,147576.37,147576.37,147408.63807017542
PLN,357219.11,358055.95,358055.95,357611.95982456143
RON,319894.22,320592.09,320592.09,320214.4
RUB,8599361.91,8617955.39,8617955.39,8607866.777192982
SEK,951412.53,953468.86,953468.86,952352.9926315789
SGD,116721.74,116986.35,116986.35,116844.68736842104
THB,3026994.42,3034472.49,3034472.49,3030560.7515789475
TRY,2998050.28,3005701.84,3005701.84,3001732.8522807015
TWD,2830285.24,2837301.83,2837301.83,2833634.8363157897
USD,87258.42,87448.77,87448.77,87345.75263157896
ARS,87062903.8,87250782.17,87250782.17,87150542.5213793
AUD,133748.65,134025.39,134025.39,133875.91137931033
BRL,501561.28,502655.47,502655.47,502073.5043103448
CAD,121814.06,122068.0,122068.0,121931.13672413792
CHF,77078.06,77234.76,77234.76,77149.67448275862
CLP,85944303.27,86131796.39,86131796.39,86032074.3637931
CNY,629124.45,630496.92,630496.92,629766.9429310345
CZK,2082121.03,2086912.63,2086912.63,2084402.060862069
DKK,613244.46,614612.29,614612.29,613889.3451724139
EUR,82208.33,82386.19,82386.19,82291.36827586207
GBP,68490.09,68638.72,68638.72,68559.54551724138
HKD,678743.94,680196.25,680196.25,679419.4844827587
HRK,402493.83,403371.89,403371.89,402904.8768965517
HUF,33642903.28,33712202.07,33712202.07,33674720.89689655
INR,7363519.93,7379696.83,7379696.83,7371109.995862069
ISK,11407668.0,11432554.57,11432554.57,11419318.138103448
JPY,13519469.79,13546930.21,13546930.21,13532015.435689654
KRW,122239394.84,122482684.0,122482684.0,122349727.34051724
NGN,146293095.67,146612243.63,146612243.63,146442498.30051726
NZD,147271.0,147576.37,147576.37,147411.53
PLN,357219.11,358055.95,358055.95,357619.6148275862
RON,319894.22,320592.09,320592.09,320220.9118965517
RUB,8599361.91,8617955.39,8617955.39,8608040.718793103
SEK,951412.53,953468.86,953468.86,952372.2317241379
SGD,116721.74,116986.35,116986.35,116847.1298275862
THB,3026994.42,3034472.49,3034472.49,3030628.1953448276
TRY,2998050.28,3005701.84,3005701.84,3001801.283103448
TWD,2830285.24,2837301.83,2837301.83,2833698.0603448274
USD,87258.42,87448.77,87448.77,87347.52879310344
ARS,87062903.8,87250782.17,87250782.17,87152241.49847457
AUD,133748.65,134025.39,134025.39,133878.44491525425
BRL,501561.28,502655.47,502655.47,502083.3681355932
CAD,121814.06,122068.0,122068.0,121933.45644067797
CHF,77078.06,77234.76,77234.76,77151.11661016948
CLP,85944303.27,86131796.39,86131796.39,86033764.56762712
CNY,629124.45,630496.92,630496.92,629779.3154237288
CZK,2082121.03,2086912.63,2086912.63,2084444.612881356
DKK,613244.46,614612.29,614612.29,613901.5984745763
EUR,82208.33,82386.19,82386.19,82292.97542372881
GBP,68490.09,68638.72,68638.72,68560.88745762712
HKD,678743.94,680196.25,680196.25,679432.65
HRK,402493.83,403371.89,403371.89,402912.7923728814
HUF,33642903.28,33712202.07,33712202.07,33675356.17101695
INR,7363519.93,7379696.83,7379696.83,7371255.53542373
ISK,11407668.0,11432554.57,11432554.57,11419542.48440678
JPY,13519469.79,13546930.21,13546930.21,13532268.228474576
KRW,122239394.84,122482684.0,122482684.0,122351980.84322034
NGN,146293095.67,146612243.63,146612243.63,146445375.34
NZD,147271.0,147576.37,147576.37,147414.32389830507
PLN,357219.11,358055.95,358055.95,357627.01033898303
RON,319894.22,320592.09,320592.09,320227.20305084746
RUB,8599361.91,8617955.39,8617955.39,8608208.764067797
SEK,951412.53,953468.86,953468.86,952390.8186440677
SGD,116721.74,116986.35,116986.35,116849.48949152543
THB,3026994.42,3034472.49,3034472.49,3030693.3528813557
TRY,2998050.28,3005701.84,3005701.84,3001867.394237288
TWD,2830285.24,2837301.83,2837301.83,2833759.141186441
USD,87258.42,87448.77,87448.77,87349.24474576271
ARS,87062903.8,87426663.71,87426663.71,87156815.20199999
AUD,133748.65,134311.96,134311.96,133885.67016666668
BRL,501561.28,503984.9,503984.9,502115.0603333333
CAD,121814.06,122321.96,122321.96,121939.93149999999
CHF,77078.06,77406.0,77406.0,77155.36466666666
CLP,85944303.27,86304193.96,86304193.96,86038271.72416666
CNY,629124.45,631750.13,631750.13,629812.1623333334
CZK,2082121.03,2091334.96,2091334.96,2084559.452
DKK,613244.46,615805.23,615805.23,613933.3256666666
EUR,82208.33,82551.7,82551.7,82297.2875
GBP,68490.09,68790.21,68790.21,68564.7095
HKD,678743.94,681577.41,681577.41,679468.396
HRK,402493.83,404179.27,404179.27,402933.90033333335
HUF,33642903.28,33773720.75,33773720.75,33676995.58066667
INR,7363519.93,7394450.53,7394450.53,7371642.118666667
ISK,11407668.0,11455437.46,11455437.46,11420140.734
JPY,13519469.79,13579105.42,13579105.42,13533048.848333333
KRW,122239394.84,122779954.5,122779954.5,122359113.7375
NGN,146293095.67,146905696.16,146905696.16,146453047.35366666
NZD,147271.0,147887.0,147887.0,147422.20183333333
PLN,357219.11,358736.78,358736.78,357645.5065
RON,319894.22,321233.77,321233.77,320243.9791666667
RUB,8599361.91,8634639.45,8634639.45,8608649.275500001
SEK,951412.53,955543.42,955543.42,952443.362
SGD,116721.74,117244.34,117244.34,116856.07033333332
THB,3026994.42,3040743.31,3040743.31,3030860.8521666666
TRY,2998050.28,3012392.1,3012392.1,3002042.806
TWD,2830285.24,2842691.68,2842691.68,2833908.0168333333
USD,87258.42,87623.81,87623.81,87353.82083333333
ARS,87062903.8,87426663.71,87426663.71,87161238.94803278
AUD,133748.65,134311.96,134311.96,133892.65852459017
BRL,501561.28,503984.9,503984.9,502145.7134426229
CAD,121814.06,122321.96,122321.96,121946.19426229507
CHF,77078.06,77406.0,77406.0,77159.47344262296
CLP,85944303.27,86304193.96,86304193.96,86042631.10508196
CNY,629124.45,631750.13,631750.13,629843.9322950819
CZK,2082121.03,2091334.96,2091334.96,2084670.5259016394
DKK,613244.46,615805.23,615805.23,613964.0126229508
EUR,82208.33,82551.7,82551.7,82301.45819672132
GBP,68490.09,68790.21,68790.21,68568.4062295082
HKD,678743.94,681577.41,681577.41,679502.97
HRK,402493.83,404179.27,404179.27,402954.3162295082
HUF,33642903.28,33773720.75,33773720.75,33678581.23918033
INR,7363519.93,7394450.53,7394450.53,7372016.02704918
ISK,11407668.0,11455437.46,11455437.46,11420719.368852459
JPY,13519469.79,13579105.42,13579105.42,13533803.874098362
KRW,122239394.84,122779954.5,122779954.5,122366012.76639344
NGN,146293095.67,146905696.16,146905696.16,146460467.82590163
NZD,147271.0,147887.0,147887.0,147429.82147540982
PLN,357219.11,358736.78,358736.78,357663.3962295082
RON,319894.22,321233.77,321233.77,320260.20524590166
RUB,8599361.91,8634639.45,8634639.45,8609075.343934426
SEK,951412.53,955543.42,955543.42,952494.1826229509
SGD,116721.74,117244.34,117244.34,116862.43540983608
THB,3026994.42,3040743.31,3040743.31,3031022.859672131
TRY,2998050.28,3012392.1,3012392.1,3002212.466557377
TWD,2830285.24,2842691.68,2842691.68,2834052.011311475
USD,87258.42,87623.81,87623.81,87358.2468852459
ARS,87062903.8,87426663.71,87426663.71,87165519.99258064
AUD,133748.65,134311.96,134311.96,133899.4214516129
BRL,501561.28,503984.9,503984.9,502175.3777419355
CAD,121814.06,122321.96,122321.96,121952.25499999999
CHF,77078.06,77406.0,77406.0,77163.44967741935
CLP,85944303.27,86304193.96,86304193.96,86046849.86080645
CNY,629124.45,631750.13,631750.13,629874.6774193548
CZK,2082121.03,2091334.96,2091334.96,2084778.0167741934
DKK,613244.46,615805.23,615805.23,613993.7096774194
EUR,82208.33,82551.7,82551.7,82305.49435483871
GBP,68490.09,68790.21,68790.21,68571.98370967743
HKD,678743.94,681577.41,681577.41,679536.4287096774
HRK,402493.83,404179.27,404179.27,402974.0735483871
HUF,33642903.28,33773720.75,33773720.75,33680115.74741935
INR,7363519.93,7394450.53,7394450.53,7372377.873870968
ISK,11407668.0,11455437.46,11455437.46,11421279.338064516
JPY,13519469.79,13579105.42,13579105.42,13534534.54419355
KRW,122239394.84,122779954.5,122779954.5,122372689.24596775
NGN,146293095.67,146905696.16,146905696.16,146467648.9280645
NZD,147271.0,147887.0,147887.0,147437.19532258064
PLN,357219.11,358736.78,358736.78,357680.70887096773
RON,319894.22,321233.77,321233.77,320275.9079032258
RUB,8599361.91,8634639.45,8634639.45,8609487.668225806
SEK,951412.53,955543.42,955543.42,952543.3638709678
SGD,116721.74,117244.34,117244.34,116868.59516129033
THB,3026994.42,3040743.31,3040743.31,3031179.6411290322
TRY,2998050.28,3012392.1,3012392.1,3002376.6541935485
TWD,2830285.24,2842691.68,2842691.68,2834191.3608064516
USD,87258.42,87623.81,87623.81,87362.53016129033
ARS,87062903.8,87426663.71,87426663.71,87169665.13095239
AUD,133748.65,134311.96,134311.96,133905.96968253967
BRL,501561.28,503984.9,503984.9,502204.1003174603
CAD,121814.06,122321.96,122321.96,121958.12333333332
CHF,77078.06,77406.0,77406.0,77167.29968253968
CLP,85944303.27,86304193.96,86304193.96,86050934.68777777
CNY,629124.45,631750.13,631750.13,629904.4465079366
CZK,2082121.03,2091334.96,2091334.96,2084882.0952380951
DKK,613244.46,615805.23,615805.23,614022.4639682539
EUR,82208.33,82551.7,82551.7,82309.40238095238
GBP,68490.09,68790.21,68790.21,68575.44761904763
HKD,678743.94,681577.41,681577.41,679568.8252380952
HRK,402493.83,404179.27,404179.27,402993.2036507937
HUF,33642903.28,33773720.75,33773720.75,33681601.54111111
INR,7363519.93,7394450.53,7394450.53,7372728.233492063
ISK,11407668.0,11455437.46,11455437.46,11421821.53047619
JPY,13519469.79,13579105.42,13579105.42,13535242.018412698
KRW,122239394.84,122779954.5,122779954.5,122379153.77380952
NGN,146293095.67,146905696.16,146905696.16,146474602.05873019
NZD,147271.0,147887.0,147887.0,147444.33507936506
PLN,357219.11,358736.78,358736.78,357697.4719047619
RON,319894.22,321233.77,321233.77,320291.11206349207
RUB,8599361.91,8634639.45,8634639.45,8609886.902857143
SEK,951412.53,955543.42,955543.42,952590.9838095238
SGD,116721.74,117244.34,117244.34,116874.55936507937
THB,3026994.42,3040743.31,3040743.31,3031331.445396825
TRY,2998050.28,3012392.1,3012392.1,3002535.6295238095
TWD,2830285.24,2842691.68,2842691.68,2834326.2865079367
USD,87258.42,87623.81,87623.81,87366.67746031746
ARS,87062903.8,87426663.71,87426663.71,87173680.73375
AUD,133748.65,134311.96,134311.96,133912.31328124998
BRL,501561.28,503984.9,503984.9,502231.92531250004
CAD,121814.06,122321.96,122321.96,121963.80828124999
CHF,77078.06,77406.0,77406.0,77171.029375
CLP,85944303.27,86304193.96,86304193.96,86054891.86390625
CNY,629124.45,631750.13,631750.13,629933.2853125
CZK,2082121.03,2091334.96,2091334.96,2084982.92125
DKK,613244.46,615805.23,615805.23,614050.3196875
EUR,82208.33,82551.7,82551.7,82313.18828125
GBP,68490.09,68790.21,68790.21,68578.80328125
HKD,678743.94,681577.41,681577.41,679600.209375
HRK,402493.83,404179.27,404179.27,403011.7359375
HUF,33642903.28,33773720.75,33773720.75,33683040.90375
INR,7363519.93,7394450.53,7394450.53,7373067.644375
ISK,11407668.0,11455437.46,11455437.46,11422346.779375
JPY,13519469.79,13579105.42,13579105.42,13535927.3840625
KRW,122239394.84,122779954.5,122779954.5,122385416.28515625
NGN,146293095.67,146905696.16,146905696.16,146481337.9040625
NZD,147271.0,147887.0,147887.0,147451.25171875
PLN,357219.11,358736.78,358736.78,357713.71109375
RON,319894.22,321233.77,321233.77,320305.84109375003
RUB,8599361.91,8634639.45,8634639.45,8610273.66140625
SEK,951412.53,955543.42,955543.42,952637.115625
SGD,116721.74,117244.34,117244.34,116880.3371875
THB,3026994.42,3040743.31,3040743.31,3031478.50578125
TRY,2998050.28,3012392.1,3012392.1,3002689.636875
TWD,2830285.24,2842691.68,2842691.68,2834456.9957812503
USD,87258.42,87623.81,87623.81,87370.69515625
ARS,87062903.8,87426663.71,87426663.71,87177572.77953847
AUD,133748.65,134311.96,134311.96,133918.4616923077
BRL,501561.28,503984.9,503984.9,502258.8941538462
CAD,121814.06,122321.96,122321.96,121969.3183076923
CHF,77078.06,77406.0,77406.0,77174.6443076923
CLP,85944303.27,86304193.96,86304193.96,86058727.28076923
CNY,629124.45,631750.13,631750.13,629961.2367692308
CZK,2082121.03,2091334.96,2091334.96,2085080.6449230767
DKK,613244.46,615805.23,615805.23,614077.3183076923
EUR,82208.33,82551.7,82551.7,82316.85769230769
GBP,68490.09,68790.21,68790.21,68582.0556923077
HKD,678743.94,681577.41,681577.41,679630.6278461539
HRK,402493.83,404179.27,404179.27,403029.69800000003
HUF,33642903.28,33773720.75,33773720.75,33684435.978307694
INR,7363519.93,7394450.53,7394450.53,7373396.611846154
ISK,11407668.0,11455437.46,11455437.46,11422855.866769232
JPY,13519469.79,13579105.42,13579105.42,13536591.661538461
KRW,122239394.84,122779954.5,122779954.5,122391486.10384615
NGN,146293095.67,146905696.16,146905696.16,146487866.4926154
NZD,147271.0,147887.0,147887.0,147457.95553846154
PLN,357219.11,358736.78,358736.78,357729.4506153846
RON,319894.22,321233.77,321233.77,320320.116923077
RUB,8599361.91,8634639.45,8634639.45,8610648.519692307
SEK,951412.53,955543.42,955543.42,952681.828
SGD,116721.74,117244.34,117244.34,116885.93723076922
THB,3026994.42,3040743.31,3040743.31,3031621.0412307694
TRY,2998050.28,3012392.1,3012392.1,3002838.905538461
TWD,2830285.24,2842691.68,2842691.68,2834583.6832307694
USD,87258.42,87623.81,87623.81,87374.58923076923
ARS,87062903.8,87427304.52,87427304.52,87181356.59378788
AUD,133748.65,134312.95,134312.95,133924.43878787878
BRL,501561.28,503988.59,503988.59,502285.1016666667
CAD,121814.06,122322.86,122322.86,121974.675
CHF,77078.06,77406.56,77406.56,77178.15818181819
CLP,85944303.27,86304826.54,86304826.54,86062456.05742425
CNY,629124.45,631754.77,631754.77,629988.4115151515
CZK,2082121.03,2091350.29,2091350.29,2085175.6395454546
DKK,613244.46,615809.74,615809.74,614103.5671212121
EUR,82208.33,82552.31,82552.31,82320.42515151514
GBP,68490.09,68790.71,68790.71,68585.21712121212
HKD,678743.94,681582.41,681582.41,679660.2003030303
HRK,402493.83,404182.23,404182.23,403047.16060606064
HUF,33642903.28,33773968.3,33773968.3,33685792.52863636
INR,7363519.93,7394504.73,7394504.73,7373716.431818182
ISK,11407668.0,11455521.43,11455521.43,11423350.799545454
JPY,13519469.79,13579204.95,13579204.95,13537237.317424243
KRW,122239394.84,122780854.44,122780854.44,122397385.62409091
NGN,146293095.67,146906772.94,146906772.94,146494213.55999997
NZD,147271.0,147888.08,147888.08,147464.47257575757
PLN,357219.11,358739.41,358739.41,357744.753030303
RON,319894.22,321236.12,321236.12,320333.9957575757
RUB,8599361.91,8634702.74,8634702.74,8611012.977575757
SEK,951412.53,955550.42,955550.42,952725.2915151515
SGD,116721.74,117245.2,117245.2,116891.38060606061
THB,3026994.42,3040765.6,3040765.6,3031759.595151515
TRY,2998050.28,3012414.18,3012414.18,3002983.9854545454
TWD,2830285.24,2842712.52,2842712.52,2834706.8474242426
USD,87258.42,87624.45,87624.45,87378.375
ARS,87062903.8,87427304.52,87427304.52,87185027.45835821
AUD,133748.65,134312.95,134312.95,133930.23746268658
BRL,501561.28,503988.59,503988.59,502310.5268656717
CAD,121814.06,122322.86,122322.86,121979.87179104477
CHF,77078.06,77406.56,77406.56,77181.5671641791
CLP,85944303.27,86304826.54,86304826.54,86066073.52731343
CNY,629124.45,631754.77,631754.77,630014.7750746269
CZK,2082121.03,2091350.29,2091350.29,2085267.7985074627
DKK,613244.46,615809.74,615809.74,614129.0323880598
EUR,82208.33,82552.31,82552.31,82323.88611940299
GBP,68490.09,68790.71,68790.71,68588.28417910448
HKD,678743.94,681582.41,681582.41,679688.89
HRK,402493.83,404182.23,404182.23,403064.1019402985
HUF,33642903.28,33773968.3,33773968.3,33687108.584925376
INR,7363519.93,7394504.73,7394504.73,7374026.704925373
ISK,11407668.0,11455521.43,11455521.43,11423830.958208956
JPY,13519469.79,13579204.95,13579204.95,13537863.7
KRW,122239394.84,122780854.44,122780854.44,122403109.03925373
NGN,146293095.67,146906772.94,146906772.94,146500371.16268656
NZD,147271.0,147888.08,147888.08,147470.79507462686
PLN,357219.11,358739.41,358739.41,357759.5986567164
RON,319894.22,321236.12,321236.12,320347.4602985075
RUB,8599361.91,8634702.74,8634702.74,8611366.556119403
SEK,951412.53,955550.42,955550.42,952767.4576119403
SGD,116721.74,117245.2,117245.2,116896.66149253731
THB,3026994.42,3040765.6,3040765.6,3031894.013134328
TRY,2998050.28,3012414.18,3012414.18,3003124.7346268655
TWD,2830285.24,2842712.52,2842712.52,2834826.3350746273
USD,87258.42,87624.45,87624.45,87382.04776119403
ARS,87062903.8,87427304.52,87427304.52,87188590.35632353
AUD,133748.65,134312.95,134312.95,133935.8655882353
BRL,501561.28,503988.59,503988.59,502335.2042647059
CAD,121814.06,122322.86,122322.86,121984.91573529411
CHF,77078.06,77406.56,77406.56,77184.87588235294
CLP,85944303.27,86304826.54,86304826.54,86069584.60102941
CNY,629124.45,631754.77,631754.77,630040.3632352941
CZK,2082121.03,2091350.29,2091350.29,2085357.2469117646
DKK,613244.46,615809.74,615809.74,614153.7486764705
EUR,82208.33,82552.31,82552.31,82327.24529411765
GBP,68490.09,68790.71,68790.71,68591.26102941176
HKD,678743.94,681582.41,681582.41,679716.7358823529
HRK,402493.83,404182.23,404182.23,403080.545
HUF,33642903.28,33773968.3,33773968.3,33688385.93367647
INR,7363519.93,7394504.73,7394504.73,7374327.852352941
ISK,11407668.0,11455521.43,11455521.43,11424296.994558824
JPY,13519469.79,13579204.95,13579204.95,13538471.659558823
KRW,122239394.84,122780854.44,122780854.44,122408664.11867647
NGN,146293095.67,146906772.94,146906772.94,146506347.65941176
NZD,147271.0,147888.08,147888.08,147476.93161764706
PLN,357219.11,358739.41,358739.41,357774.0076470588
RON,319894.22,321236.12,321236.12,320360.5288235294
RUB,8599361.91,8634702.74,8634702.74,8611709.735294119
SEK,951412.53,955550.42,955550.42,952808.3835294117
SGD,116721.74,117245.2,117245.2,116901.78705882354
THB,3026994.42,3040765.6,3040765.6,3032024.4776470587
TRY,2998050.28,3012414.18,3012414.18,3003261.344117647
TWD,2830285.24,2842712.52,2842712.52,2834942.308382353
USD,87258.42,87624.45,87624.45,87385.6125
ARS,87062903.8,87427304.52,87427304.52,87192049.98188406
AUD,133748.65,134312.95,134312.95,133941.33057971016
BRL,501561.28,503988.59,503988.59,502359.1663768116
CAD,121814.06,122322.86,122322.86,121989.81347826085
CHF,77078.06,77406.56,77406.56,77188.08869565217
CLP,85944303.27,86304826.54,86304826.54,86072993.90449275
CNY,629124.45,631754.77,631754.77,630065.2097101449
CZK,2082121.03,2091350.29,2091350.29,2085444.1026086959
DKK,613244.46,615809.74,615809.74,614177.7485507246
EUR,82208.33,82552.31,82552.31,82330.50710144927
GBP,68490.09,68790.71,68790.71,68594.1515942029
HKD,678743.94,681582.41,681582.41,679743.7746376812
HRK,402493.83,404182.23,404182.23,403096.51144927536
HUF,33642903.28,33773968.3,33773968.3,33689626.25782609
INR,7363519.93,7394504.73,7394504.73,7374620.270869565
ISK,11407668.0,11455521.43,11455521.43,11424749.522608696
JPY,13519469.79,13579204.95,13579204.95,13539061.997101448
KRW,122239394.84,122780854.44,122780854.44,122414058.18130435
NGN,146293095.67,146906772.94,146906772.94,146512150.92434785
NZD,147271.0,147888.08,147888.08,147482.89028985507
PLN,357219.11,358739.41,358739.41,357787.99898550723
RON,319894.22,321236.12,321236.12,320373.2185507247
RUB,8599361.91,8634702.74,8634702.74,8612042.967246378
SEK,951412.53,955550.42,955550.42,952848.1231884058
SGD,116721.74,117245.2,117245.2,116906.76405797101
THB,3026994.42,3040765.6,3040765.6,3032151.1605797103
TRY,2998050.28,3012414.18,3012414.18,3003393.9939130433
TWD,2830285.24,2842712.52,2842712.52,2835054.9201449277
USD,87258.42,87624.45,87624.45,87389.07391304347
ARS,87062903.8,87427304.52,87427304.52,87195410.76099999
AUD,133748.65,134312.95,134312.95,133946.63942857142
BRL,501561.28,503988.59,503988.59,502382.4438571429
CAD,121814.06,122322.86,122322.86,121994.5712857143
CHF,77078.06,77406.56,77406.56,77191.20971428571
CLP,85944303.27,86304826.54,86304826.54,86076305.79928571
