symbol,min_buy,max_buy,last_buy,mean_buy
KRW,122239394.84,122266867.22,122260348.68,122257287.74111111
NGN,146293095.67,146325973.95,146318172.72,146314509.46222222
NZD,147271.0,147304.1,147296.25,147292.5588888889
PLN,357219.11,357299.39,357280.34,357271.3966666667
RON,319894.22,319966.11,319949.05,319941.0422222222
RUB,8599361.91,8601294.55,8600835.98,8600620.64888889
SEK,951412.53,951626.35,951575.62,951551.7944444445
SGD,116721.74,116747.97,116741.75,116738.82666666666
THB,3026994.42,3027674.71,3027513.29,3027437.4955555554
TRY,2998050.28,2998724.07,2998564.19,2998489.1211111112
TWD,2830285.24,2830921.33,2830770.4,2830699.526666667
USD,87258.42,87278.03,87273.37,87271.19111111111
ARS,87062903.8,87082470.53,87077827.82,87075762.45684211
AUD,133748.65,133778.71,133771.58,133768.4042105263
BRL,501561.28,501674.0,501647.26,501635.35789473687
CAD,121814.06,121841.43,121834.94,121832.04736842104
CHF,77078.06,77095.39,77091.28,77089.44736842105
CLP,85944303.27,85963618.61,85959035.54,85956996.72
CNY,629124.45,629265.84,629232.29,629217.3647368421
CZK,2082121.03,2082588.97,2082477.94,2082428.547368421
DKK,613244.46,613382.28,613349.58,613335.0315789473
EUR,82208.33,82226.81,82222.43,82220.4752631579
GBP,68490.09,68505.48,68501.83,68500.2047368421
HKD,678743.94,678896.49,678860.29,678844.1889473684
HRK,402493.83,402584.29,402562.82,402553.2757894737
HUF,33642903.28,33650464.27,33648670.22,33647872.12631579
INR,7363519.93,7365174.83,7364782.16,7364607.478947368
ISK,11407668.0,11410231.78,11409623.46,11409352.837894738
JPY,13519469.79,13522508.19,13521787.25,13521466.533157894
KRW,122239394.84,122266867.22,122260348.68,122257448.84315789
NGN,146293095.67,146325973.95,146318172.72,146314702.26526317
NZD,147271.0,147304.1,147296.25,147292.75315789474
PLN,357219.11,357299.39,357280.34,357271.86736842105
RON,319894.22,319966.11,319949.05,319941.4636842105
RUB,8599361.91,8601294.55,8600835.98,8600631.982105264
SEK,951412.53,951626.35,951575.62,951553.0484210528
SGD,116721.74,116747.97,116741.75,116738.98052631579
THB,3026994.42,3027674.71,3027513.29,3027441.484736842
TRY,2998050.28,2998724.07,2998564.19,2998493.072105263
TWD,2830285.24,2830921.33,2830770.4,2830703.256842105
USD,87258.42,87278.03,87273.37,87271.30578947368
ARS,87062903.8,87082470.53,87077827.82,87075865.725
AUD,133748.65,133778.71,133771.58,133768.563
BRL,501561.28,501674.0,501647.26,501635.95300000004
CAD,121814.06,121841.43,121834.94,121832.192
CHF,77078.06,77095.39,77091.28,77089.539
CLP,85944303.27,85963618.61,85959035.54,85957098.661
CNY,629124.45,629265.84,629232.29,629218.1109999999
CZK,2082121.03,2082588.97,2082477.94,2082431.0169999998
DKK,613244.46,613382.28,613349.58,613335.759
EUR,82208.33,82226.81,82222.43,82220.573
GBP,68490.09,68505.48,68501.83,68500.286
HKD,678743.94,678896.49,678860.29,678844.9940000001
HRK,402493.83,402584.29,402562.82,402553.75299999997
HUF,33642903.28,33650464.27,33648670.22,33647912.031
INR,7363519.93,7365174.83,7364782.16,7364616.2129999995
ISK,11407668.0,11410231.78,11409623.46,11409366.368999999
JPY,13519469.79,13522508.19,13521787.25,13521482.569
KRW,122239394.84,122266867.22,122260348.68,122257593.835
NGN,146293095.67,146325973.95,146318172.72,146314875.788
NZD,147271.0,147304.1,147296.25,147292.928
PLN,357219.11,357299.39,357280.34,357272.291
RON,319894.22,319966.11,319949.05,319941.843
RUB,8599361.91,8601294.55,8600835.98,8600642.182
SEK,951412.53,951626.35,951575.62,951554.1769999999
SGD,116721.74,116747.97,116741.75,116739.11899999999
THB,3026994.42,3027674.71,3027513.29,3027445.075
TRY,2998050.28,2998724.07,2998564.19,2998496.6279999996
TWD,2830285.24,2830921.33,2830770.4,2830706.614
USD,87258.42,87278.03,87273.37,87271.409
ARS,87062903.8,87082470.53,87077827.82,87075959.15809524
AUD,133748.65,133778.71,133771.58,133768.70666666667
BRL,501561.28,501674.0,501647.26,501636.49142857146
CAD,121814.06,121841.43,121834.94,121832.32285714285
CHF,77078.06,77095.39,77091.28,77089.62190476191
CLP,85944303.27,85963618.61,85959035.54,85957190.89333333
CNY,629124.45,629265.84,629232.29,629218.7861904762
CZK,2082121.03,2082588.97,2082477.94,2082433.2514285715
DKK,613244.46,613382.28,613349.58,613336.4171428571
EUR,82208.33,82226.81,82222.43,82220.66142857142
GBP,68490.09,68505.48,68501.83,68500.35952380953
HKD,678743.94,678896.49,678860.29,678845.7223809523
HRK,402493.83,402584.29,402562.82,402554.1847619048
HUF,33642903.28,33650464.27,33648670.22,33647948.135238096
INR,7363519.93,7365174.83,7364782.16,7364624.115238096
ISK,11407668.0,11410231.78,11409623.46,11409378.611428572
JPY,13519469.79,13522508.19,13521787.25,13521497.077619048
KRW,122239394.84,122266867.22,122260348.68,122257725.01809524
NGN,146293095.67,146325973.95,146318172.72,146315032.7847619
NZD,147271.0,147304.1,147296.25,147293.0861904762
PLN,357219.11,357299.39,357280.34,357272.6742857143
RON,319894.22,319966.11,319949.05,319942.1861904762
RUB,8599361.91,8601294.55,8600835.98,8600651.410476191
SEK,951412.53,951626.35,951575.62,951555.1980952381
SGD,116721.74,116747.97,116741.75,116739.24428571427
THB,3026994.42,3027674.71,3027513.29,3027448.3233333332
TRY,2998050.28,2998724.07,2998564.19,2998499.845238095
TWD,2830285.24,2830921.33,2830770.4,2830709.6514285714
USD,87258.42,87278.03,87273.37,87271.50238095238
ARS,87062903.8,87082470.53,87077827.82,87076044.09727272
AUD,133748.65,133778.71,133771.58,133768.83727272728
BRL,501561.28,501674.0,501647.26,501636.9809090909
CAD,121814.06,121841.43,121834.94,121832.44181818183
CHF,77078.06,77095.39,77091.28,77089.69727272727
CLP,85944303.27,85963618.61,85959035.54,85957274.74090908
CNY,629124.45,629265.84,629232.29,629219.4
CZK,2082121.03,2082588.97,2082477.94,2082435.2827272727
DKK,613244.46,613382.28,613349.58,613337.0154545455
EUR,82208.33,82226.81,82222.43,82220.7418181818
GBP,68490.09,68505.48,68501.83,68500.42636363636
HKD,678743.94,678896.49,678860.29,678846.3845454546
HRK,402493.83,402584.29,402562.82,402554.5772727272
HUF,33642903.28,33650464.27,33648670.22,33647980.95727273
INR,7363519.93,7365174.83,7364782.16,7364631.29909091
ISK,11407668.0,11410231.78,11409623.46,11409389.740909092
JPY,13519469.79,13522508.19,13521787.25,13521510.267272728
KRW,122239394.84,122266867.22,122260348.68,122257844.27545454
NGN,146293095.67,146325973.95,146318172.72,146315175.5090909
NZD,147271.0,147304.1,147296.25,147293.23
PLN,357219.11,357299.39,357280.34,357273.0227272727
RON,319894.22,319966.11,319949.05,319942.49818181817
RUB,8599361.91,8601294.55,8600835.98,8600659.8
SEK,951412.53,951626.35,951575.62,951556.1263636365
SGD,116721.74,116747.97,116741.75,116739.35818181817
THB,3026994.42,3027674.71,3027513.29,3027451.2763636364
TRY,2998050.28,2998724.07,2998564.19,2998502.77
TWD,2830285.24,2830921.33,2830770.4,2830712.4127272726
USD,87258.42,87278.03,87273.37,87271.58727272727
ARS,87062903.8,87091511.03,87091511.03,87076716.5726087
AUD,133748.65,133780.74,133780.74,133769.3547826087
BRL,501561.28,501737.9,501737.9,501641.36869565217
CAD,121814.06,121845.17,121845.17,121832.9952173913
CHF,77078.06,77095.39,77093.77,77089.87434782609
CLP,85944303.27,85974567.89,85974567.89,85958026.61695652
CNY,629124.45,629345.99,629345.99,629224.9039130434
CZK,2082121.03,2083103.1,2083103.1,2082464.3182608695
DKK,613244.46,613490.35,613490.35,613343.682173913
EUR,82208.33,82235.8,82235.8,82221.39652173912
GBP,68490.09,68513.42,68513.42,68500.99130434783
HKD,678743.94,678954.59,678954.59,678851.0891304348
HRK,402493.83,402635.56,402635.56,402558.09826086956
HUF,33642903.28,33650662.44,33650662.44,33648097.54347826
INR,7363519.93,7366225.63,7366225.63,7364700.617826087
ISK,11407668.0,11411685.12,11411685.12,11409489.540000001
JPY,13519469.79,13522508.19,13522201.09,13521540.303043477
KRW,122239394.84,122266867.22,122259099.11,122257898.83347826
NGN,146293095.67,146344611.65,146344611.65,146316455.34130433
NZD,147271.0,147306.97,147306.97,147293.82739130437
PLN,357219.11,357402.34,357402.34,357278.6452173913
RON,319894.22,320006.87,320006.87,319945.29695652175
RUB,8599361.91,8602223.82,8602223.82,8600727.800869565
SEK,951412.53,951728.36,951728.36,951563.6147826087
SGD,116721.74,116772.8,116772.8,116740.81217391304
THB,3026994.42,3028933.24,3028933.24,3027515.709565217
TRY,2998050.28,3000215.11,3000215.11,2998577.2195652174
TWD,2830285.24,2832122.5,2832122.5,2830773.720869565
USD,87258.42,87289.14,87289.14,87272.35043478261
ARS,87062903.8,87091511.03,87091511.03,87077333.00833334
AUD,133748.65,133780.74,133780.74,133769.82916666666
BRL,501561.28,501737.9,501737.9,501645.39083333337
CAD,121814.06,121845.17,121845.17,121833.5025
CHF,77078.06,77095.39,77093.77,77090.03666666667
CLP,85944303.27,85974567.89,85974567.89,85958715.83666666
CNY,629124.45,629345.99,629345.99,629229.9491666666
CZK,2082121.03,2083103.1,2083103.1,2082490.9341666668
DKK,613244.46,613490.35,613490.35,613349.7933333333
EUR,82208.33,82235.8,82235.8,82221.99666666666
GBP,68490.09,68513.42,68513.42,68501.50916666667
HKD,678743.94,678954.59,678954.59,678855.4016666667
HRK,402493.83,402635.56,402635.56,402561.32583333337
HUF,33642903.28,33650662.44,33650662.44,33648204.41416667
INR,7363519.93,7366225.63,7366225.63,7364764.16
ISK,11407668.0,11411685.12,11411685.12,11409581.0225
JPY,13519469.79,13522508.19,13522201.09,13521567.835833333
KRW,122239394.84,122266867.22,122259099.11,122257948.84500001
NGN,146293095.67,146344611.65,146344611.65,146317628.52083334
NZD,147271.0,147306.97,147306.97,147294.375
PLN,357219.11,357402.34,357402.34,357283.79916666663
RON,319894.22,320006.87,320006.87,319947.8625
RUB,8599361.91,8602223.82,8602223.82,8600790.135
SEK,951412.53,951728.36,951728.36,951570.4791666666
SGD,116721.74,116772.8,116772.8,116742.145
THB,3026994.42,3028933.24,3028933.24,3027574.7733333334
TRY,2998050.28,3000215.11,3000215.11,2998645.465
TWD,2830285.24,2832122.5,2832122.5,2830829.92
USD,87258.42,87289.14,87289.14,87273.05
ARS,87062903.8,87091511.03,87091511.03,87077900.1292
AUD,133748.65,133780.74,133780.74,133770.26559999998
BRL,501561.28,501737.9,501737.9,501649.0912
CAD,121814.06,121845.17,121845.17,121833.96919999999
CHF,77078.06,77095.39,77093.77,77090.186
CLP,85944303.27,85974567.89,85974567.89,85959349.9188
CNY,629124.45,629345.99,629345.99,629234.5908
CZK,2082121.03,2083103.1,2083103.1,2082515.4207999997
DKK,613244.46,613490.35,613490.35,613355.4156000001
EUR,82208.33,82235.8,82235.8,82222.5488
GBP,68490.09,68513.42,68513.42,68501.9856
HKD,678743.94,678954.59,678954.59,678859.3692000001
HRK,402493.83,402635.56,402635.56,402564.29520000005
HUF,33642903.28,33650662.44,33650662.44,33648302.7352
INR,7363519.93,7366225.63,7366225.63,7364822.6188
ISK,11407668.0,11411685.12,11411685.12,11409665.186400002
JPY,13519469.79,13522508.19,13522201.09,13521593.166
KRW,122239394.84,122266867.22,122259099.11,122257994.8556
NGN,146293095.67,146344611.65,146344611.65,146318707.84600002
NZD,147271.0,147306.97,147306.97,147294.8788
PLN,357219.11,357402.34,357402.34,357288.54079999996
RON,319894.22,320006.87,320006.87,319950.2228
RUB,8599361.91,8602223.82,8602223.82,8600847.4824
SEK,951412.53,951728.36,951728.36,951576.7944
SGD,116721.74,116772.8,116772.8,116743.37120000001
THB,3026994.42,3028933.24,3028933.24,3027629.1119999997
TRY,2998050.28,3000215.11,3000215.11,2998708.2508
TWD,2830285.24,2832122.5,2832122.5,2830881.6232
USD,87258.42,87289.14,87289.14,87273.6936
ARS,87062903.8,87091511.03,87091511.03,87078423.6253846
AUD,133748.65,133780.74,133780.74,133770.66846153844
BRL,501561.28,501737.9,501737.9,501652.50692307693
CAD,121814.06,121845.17,121845.17,121834.4
CHF,77078.06,77095.39,77093.77,77090.32384615384
CLP,85944303.27,85974567.89,85974567.89,85959935.22538462
CNY,629124.45,629345.99,629345.99,629238.8753846154
CZK,2082121.03,2083103.1,2083103.1,2082538.0238461536
DKK,613244.46,613490.35,613490.35,613360.6053846154
EUR,82208.33,82235.8,82235.8,82223.05846153846
GBP,68490.09,68513.42,68513.42,68502.42538461539
HKD,678743.94,678954.59,678954.59,678863.0315384616
HRK,402493.83,402635.56,402635.56,402567.03615384613
HUF,33642903.28,33650662.44,33650662.44,33648393.49307693
INR,7363519.93,7366225.63,7366225.63,7364876.580769231
ISK,11407668.0,11411685.12,11411685.12,11409742.876153845
JPY,13519469.79,13522508.19,13522201.09,13521616.547692308
KRW,122239394.84,122266867.22,122259099.11,122258037.32692307
NGN,146293095.67,146344611.65,146344611.65,146319704.14615384
NZD,147271.0,147306.97,147306.97,147295.34384615385
PLN,357219.11,357402.34,357402.34,357292.91769230773
RON,319894.22,320006.87,320006.87,319952.4015384615
RUB,8599361.91,8602223.82,8602223.82,8600900.418461539
SEK,951412.53,951728.36,951728.36,951582.6238461538
SGD,116721.74,116772.8,116772.8,116744.50307692308
THB,3026994.42,3028933.24,3028933.24,3027679.270769231
TRY,2998050.28,3000215.11,3000215.11,2998766.206923077
TWD,2830285.24,2832122.5,2832122.5,2830929.349230769
USD,87258.42,87289.14,87289.14,87274.2876923077
ARS,87062903.8,87091511.03,87091511.03,87078908.34407407
AUD,133748.65,133780.74,133780.74,133771.04148148146
BRL,501561.28,501737.9,501737.9,501655.66962962964
CAD,121814.06,121845.17,121845.17,121834.79888888888
CHF,77078.06,77095.39,77093.77,77090.45148148148
CLP,85944303.27,85974567.89,85974567.89,85960477.17592593
CNY,629124.45,629345.99,629345.99,629242.8425925926
CZK,2082121.03,2083103.1,2083103.1,2082558.9525925925
DKK,613244.46,613490.35,613490.35,613365.4107407407
EUR,82208.33,82235.8,82235.8,82223.53037037037
GBP,68490.09,68513.42,68513.42,68502.83259259259
HKD,678743.94,678954.59,678954.59,678866.4225925925
HRK,402493.83,402635.56,402635.56,402569.5740740741
HUF,33642903.28,33650662.44,33650662.44,33648477.528148144
INR,7363519.93,7366225.63,7366225.63,7364926.545555555
ISK,11407668.0,11411685.12,11411685.12,11409814.81111111
JPY,13519469.79,13522508.19,13522201.09,13521638.197407408
KRW,122239394.84,122266867.22,122259099.11,122258076.65222223
NGN,146293095.67,146344611.65,146344611.65,146320626.6462963
NZD,147271.0,147306.97,147306.97,147295.77444444445
PLN,357219.11,357402.34,357402.34,357296.9703703704
RON,319894.22,320006.87,320006.87,319954.4188888889
RUB,8599361.91,8602223.82,8602223.82,8600949.433333334
SEK,951412.53,951728.36,951728.36,951588.0214814814
SGD,116721.74,116772.8,116772.8,116745.55111111111
THB,3026994.42,3028933.24,3028933.24,3027725.7140740743
TRY,2998050.28,3000215.11,3000215.11,2998819.8699999996
TWD,2830285.24,2832122.5,2832122.5,2830973.54
USD,87258.42,87289.14,87289.14,87274.83777777778
ARS,87062903.8,87091511.03,87091511.03,87079358.44000001
AUD,133748.65,133780.74,133780.74,133771.38785714286
BRL,501561.28,501737.9,501737.9,501658.60642857145
CAD,121814.06,121845.17,121845.17,121835.16928571429
CHF,77078.06,77095.39,77093.77,77090.56999999999
CLP,85944303.27,85974567.89,85974567.89,85960980.41571428
CNY,629124.45,629345.99,629345.99,629246.5264285713
CZK,2082121.03,2083103.1,2083103.1,2082578.3864285715
DKK,613244.46,613490.35,613490.35,613369.8728571429
EUR,82208.33,82235.8,82235.8,82223.96857142857
GBP,68490.09,68513.42,68513.42,68503.21071428571
HKD,678743.94,678954.59,678954.59,678869.5714285715
HRK,402493.83,402635.56,402635.56,402571.93071428576
HUF,33642903.28,33650662.44,33650662.44,33648555.56071429
INR,7363519.93,7366225.63,7366225.63,7364972.941428572
ISK,11407668.0,11411685.12,11411685.12,11409881.607857142
JPY,13519469.79,13522508.19,13522201.09,13521658.300714286
KRW,122239394.84,122266867.22,122259099.11,122258113.16857144
NGN,146293095.67,146344611.65,146344611.65,146321483.25357142
NZD,147271.0,147306.97,147306.97,147296.17428571428
PLN,357219.11,357402.34,357402.34,357300.73357142863
RON,319894.22,320006.87,320006.87,319956.29214285716
RUB,8599361.91,8602223.82,8602223.82,8600994.947142858
SEK,951412.53,951728.36,951728.36,951593.0335714286
SGD,116721.74,116772.8,116772.8,116746.52428571429
THB,3026994.42,3028933.24,3028933.24,3027768.84
TRY,2998050.28,3000215.11,3000215.11,2998869.6999999997
TWD,2830285.24,2832122.5,2832122.5,2831014.5742857144
USD,87258.42,87289.14,87289.14,87275.34857142856
ARS,87062903.8,87104009.37,87104009.37,87080208.47206897
AUD,133748.65,133799.93,133799.93,133772.37206896552
BRL,501561.28,501809.91,501809.91,501663.82379310345
CAD,121814.06,121862.65,121862.65,121836.11689655173
CHF,77078.06,77104.83,77104.83,77091.06172413794
CLP,85944303.27,85986905.94,85986905.94,85961874.39931034
CNY,629124.45,629436.3,629436.3,629253.0703448276
CZK,2082121.03,2083402.04,2083402.04,2082606.788275862
DKK,613244.46,613578.39,613578.39,613377.0631034483
EUR,82208.33,82247.6,82247.6,82224.78344827585
GBP,68490.09,68523.25,68523.25,68503.90172413793
HKD,678743.94,679052.02,679052.02,678875.8627586206
HRK,402493.83,402693.34,402693.34,402576.11724137934
HUF,33642903.28,33655491.58,33655491.58,33648794.7337931
INR,7363519.93,7367282.74,7367282.74,7365052.589655172
ISK,11407668.0,11413322.79,11413322.79,11410000.269310344
JPY,13519469.79,13524141.64,13524141.64,13521743.933103448
KRW,122239394.84,122276644.28,122276644.28,122258752.1724138
NGN,146293095.67,146365613.29,146365613.29,146323004.97896552
NZD,147271.0,147328.11,147328.11,147297.2755172414
PLN,357219.11,357453.63,357453.63,357306.00586206897
RON,319894.22,320052.79,320052.79,319959.61965517246
RUB,8599361.91,8603458.31,8603458.31,8601079.890689656
SEK,951412.53,951864.94,951864.94,951602.4096551724
SGD,116721.74,116789.55,116789.55,116748.00793103449
THB,3026994.42,3029367.92,3029367.92,3027823.980689655
TRY,2998050.28,3000645.67,3000645.67,2998930.9403448272
TWD,2830285.24,2832528.93,2832528.93,2831066.793448276
USD,87258.42,87301.67,87301.67,87276.25620689656
ARS,87062903.8,87104009.37,87104009.37,87081001.83533333
AUD,133748.65,133799.93,133799.93,133773.29066666667
BRL,501561.28,501809.91,501809.91,501668.69333333336
CAD,121814.06,121862.65,121862.65,121837.00133333333
CHF,77078.06,77104.83,77104.83,77091.52066666666
CLP,85944303.27,85986905.94,85986905.94,85962708.784
CNY,629124.45,629436.3,629436.3,629259.178
CZK,2082121.03,2083402.04,2083402.04,2082633.2966666666
DKK,613244.46,613578.39,613578.39,613383.774
EUR,82208.33,82247.6,82247.6,82225.544
GBP,68490.09,68523.25,68523.25,68504.54666666666
HKD,678743.94,679052.02,679052.02,678881.7346666666
HRK,402493.83,402693.34,402693.34,402580.0246666667
HUF,33642903.28,33655491.58,33655491.58,33649017.962
INR,7363519.93,7367282.74,7367282.74,7365126.928
ISK,11407668.0,11413322.79,11413322.79,11410111.020000001
JPY,13519469.79,13524141.64,13524141.64,13521823.856666666
KRW,122239394.84,122276644.28,122276644.28,122259348.576
NGN,146293095.67,146365613.29,146365613.29,146324425.256
NZD,147271.0,147328.11,147328.11,147298.30333333332
PLN,357219.11,357453.63,357453.63,357310.9266666667
RON,319894.22,320052.79,320052.79,319962.7253333333
RUB,8599361.91,8603458.31,8603458.31,8601159.171333333
SEK,951412.53,951864.94,951864.94,951611.1606666667
SGD,116721.74,116789.55,116789.55,116749.39266666668
THB,3026994.42,3029367.92,3029367.92,3027875.445333333
TRY,2998050.28,3000645.67,3000645.67,2998988.0979999998
TWD,2830285.24,2832528.93,2832528.93,2831115.5313333333
USD,87258.42,87301.67,87301.67,87277.10333333333
ARS,87062903.8,87104009.37,87104009.37,87081744.01387097
AUD,133748.65,133799.93,133799.93,133774.15
BRL,501561.28,501809.91,501809.91,501673.2487096774
CAD,121814.06,121862.65,121862.65,121837.82870967741
CHF,77078.06,77104.83,77104.83,77091.95000000001
CLP,85944303.27,85986905.94,85986905.94,85963489.33741936
CNY,629124.45,629436.3,629436.3,629264.8916129032
CZK,2082121.03,2083402.04,2083402.04,2082658.0948387096
DKK,613244.46,613578.39,613578.39,613390.0519354838
EUR,82208.33,82247.6,82247.6,82226.25548387096
GBP,68490.09,68523.25,68523.25,68505.15
HKD,678743.94,679052.02,679052.02,678887.2277419354
HRK,402493.83,402693.34,402693.34,402583.68
HUF,33642903.28,33655491.58,33655491.58,33649226.7883871
INR,7363519.93,7367282.74,7367282.74,7365196.470322581
ISK,11407668.0,11413322.79,11413322.79,11410214.62548387
JPY,13519469.79,13524141.64,13524141.64,13521898.623870967
KRW,122239394.84,122276644.28,122276644.28,122259906.50193548
NGN,146293095.67,146365613.29,146365613.29,146325753.90225807
NZD,147271.0,147328.11,147328.11,147299.26483870967
PLN,357219.11,357453.63,357453.63,357315.52999999997
RON,319894.22,320052.79,320052.79,319965.63064516126
RUB,8599361.91,8603458.31,8603458.31,8601233.337096775
SEK,951412.53,951864.94,951864.94,951619.3470967741
SGD,116721.74,116789.55,116789.55,116750.68806451613
THB,3026994.42,3029367.92,3029367.92,3027923.5896774195
TRY,2998050.28,3000645.67,3000645.67,2999041.568064516
TWD,2830285.24,2832528.93,2832528.93,2831161.12483871
USD,87258.42,87301.67,87301.67,87277.89580645162
ARS,87062903.8,87104009.37,87104009.37,87082439.80625
AUD,133748.65,133799.93,133799.93,133774.955625
BRL,501561.28,501809.91,501809.91,501677.51937500003
CAD,121814.06,121862.65,121862.65,121838.604375
CHF,77078.06,77104.83,77104.83,77092.3525
CLP,85944303.27,85986905.94,85986905.94,85964221.10625
CNY,629124.45,629436.3,629436.3,629270.248125
CZK,2082121.03,2083402.04,2083402.04,2082681.343125
DKK,613244.46,613578.39,613578.39,613395.9375
EUR,82208.33,82247.6,82247.6,82226.9225
GBP,68490.09,68523.25,68523.25,68505.715625
HKD,678743.94,679052.02,679052.02,678892.3775
HRK,402493.83,402693.34,402693.34,402587.106875
HUF,33642903.28,33655491.58,33655491.58,33649422.563125
INR,7363519.93,7367282.74,7367282.74,7365261.66625
ISK,11407668.0,11413322.79,11413322.79,11410311.755625
JPY,13519469.79,13524141.64,13524141.64,13521968.718125
KRW,122239394.84,122276644.28,122276644.28,122260429.5575
NGN,146293095.67,146365613.29,146365613.29,146326999.508125
NZD,147271.0,147328.11,147328.11,147300.16625
PLN,357219.11,357453.63,357453.63,357319.845625
RON,319894.22,320052.79,320052.79,319968.354375
RUB,8599361.91,8603458.31,8603458.31,8601302.8675
SEK,951412.53,951864.94,951864.94,951627.021875
SGD,116721.74,116789.55,116789.55,116751.9025
THB,3026994.42,3029367.92,3029367.92,3027968.725
TRY,2998050.28,3000645.67,3000645.67,2999091.69625
TWD,2830285.24,2832528.93,2832528.93,2831203.86875
USD,87258.42,87301.67,87301.67,87278.63875
ARS,87062903.8,87104009.37,87104009.37,87083093.42939395
AUD,133748.65,133799.93,133799.93,133775.7124242424
BRL,501561.28,501809.91,501809.91,501681.53121212125
CAD,121814.06,121862.65,121862.65,121839.33303030302
CHF,77078.06,77104.83,77104.83,77092.7306060606
CLP,85944303.27,85986905.94,85986905.94,85964908.52545455
CNY,629124.45,629436.3,629436.3,629275.2799999999
CZK,2082121.03,2083402.04,2083402.04,2082703.1824242424
DKK,613244.46,613578.39,613578.39,613401.4663636364
EUR,82208.33,82247.6,82247.6,82227.54909090909
GBP,68490.09,68523.25,68523.25,68506.24696969696
HKD,678743.94,679052.02,679052.02,678897.2151515152
HRK,402493.83,402693.34,402693.34,402590.32606060605
HUF,33642903.28,33655491.58,33655491.58,33649606.47272727
INR,7363519.93,7367282.74,7367282.74,7365322.910909091
ISK,11407668.0,11413322.79,11413322.79,11410402.999090908
JPY,13519469.79,13524141.64,13524141.64,13522034.564242424
KRW,122239394.84,122276644.28,122276644.28,122260920.91272727
NGN,146293095.67,146365613.29,146365613.29,146328169.62272727
NZD,147271.0,147328.11,147328.11,147301.01303030303
PLN,357219.11,357453.63,357453.63,357323.8996969697
RON,319894.22,320052.79,320052.79,319970.913030303
RUB,8599361.91,8603458.31,8603458.31,8601368.183939394
SEK,951412.53,951864.94,951864.94,951634.2315151516
SGD,116721.74,116789.55,116789.55,116753.04333333333
THB,3026994.42,3029367.92,3029367.92,3028011.124848485
TRY,2998050.28,3000645.67,3000645.67,2999138.7863636366
TWD,2830285.24,2832528.93,2832528.93,2831244.0221212124
USD,87258.42,87301.67,87301.67,87279.33666666667
ARS,87062903.8,87104009.37,87104009.37,87083708.60411765
AUD,133748.65,133799.93,133799.93,133776.42470588232
BRL,501561.28,501809.91,501809.91,501685.3070588236
CAD,121814.06,121862.65,121862.65,121840.01882352942
CHF,77078.06,77104.83,77104.83,77093.08647058823
CLP,85944303.27,85986905.94,85986905.94,85965555.5082353
CNY,629124.45,629436.3,629436.3,629280.015882353
CZK,2082121.03,2083402.04,2083402.04,2082723.7370588237
DKK,613244.46,613578.39,613578.39,613406.67
EUR,82208.33,82247.6,82247.6,82228.1388235294
GBP,68490.09,68523.25,68523.25,68506.74705882353
HKD,678743.94,679052.02,679052.02,678901.7682352941
HRK,402493.83,402693.34,402693.34,402593.3558823529
HUF,33642903.28,33655491.58,33655491.58,33649779.56411765
INR,7363519.93,7367282.74,7367282.74,7365380.552941177
ISK,11407668.0,11413322.79,11413322.79,11410488.875294117
JPY,13519469.79,13524141.64,13524141.64,13522096.537058823
KRW,122239394.84,122276644.28,122276644.28,122261383.36470589
NGN,146293095.67,146365613.29,146365613.29,146329270.90705884
NZD,147271.0,147328.11,147328.11,147301.81
PLN,357219.11,357453.63,357453.63,357327.71529411763
RON,319894.22,320052.79,320052.79,319973.3211764706
RUB,8599361.91,8603458.31,8603458.31,8601429.658235295
SEK,951412.53,951864.94,951864.94,951641.0170588235
SGD,116721.74,116789.55,116789.55,116754.11705882353
THB,3026994.42,3029367.92,3029367.92,3028051.0305882357
TRY,2998050.28,3000645.67,3000645.67,2999183.106470588
TWD,2830285.24,2832528.93,2832528.93,2831281.813529412
USD,87258.42,87301.67,87301.67,87279.99352941176
ARS,87062903.8,87235484.07,87235484.07,87088045.046
AUD,133748.65,134001.89,134001.89,133782.86657142857
BRL,501561.28,502567.34,502567.34,501710.50800000003
CAD,121814.06,122046.59,122046.59,121845.92085714285
CHF,77078.06,77221.22,77221.22,77096.74742857143
CLP,85944303.27,86116694.49,86116694.49,85969873.76485714
CNY,629124.45,630386.37,630386.37,629311.626
CZK,2082121.03,2086546.72,2086546.72,2082832.9651428573
DKK,613244.46,614504.53,614504.53,613438.0374285714
EUR,82208.33,82371.75,82371.75,82232.242
GBP,68490.09,68626.68,68626.68,68510.17371428572
HKD,678743.94,680076.99,680076.99,678935.346
HRK,402493.83,403301.17,403301.17,402613.5791428571
HUF,33642903.28,33706291.15,33706291.15,33651394.180857144
INR,7363519.93,7378402.91,7378402.91,7365752.620285715
ISK,11407668.0,11430550.04,11430550.04,11411062.051428571
JPY,13519469.79,13544554.96,13544554.96,13522738.206285713
KRW,122239394.84,122461208.53,122461208.53,122267092.65514286
NGN,146293095.67,146586537.4,146586537.4,146336621.3782857
NZD,147271.0,147550.49,147550.49,147308.91514285715
PLN,357219.11,357993.17,357993.17,357346.7282857143
RON,319894.22,320535.88,320535.88,319989.39428571425
RUB,8599361.91,8616444.36,8616444.36,8601858.649714286
SEK,951412.53,953301.68,953301.68,951688.4645714285
SGD,116721.74,116965.84,116965.84,116760.1662857143
